Timestamp,Temperatura (C),Humedad (%)
2026-03-03 19:00:05,31.60,69.40
2026-03-03 19:00:15,31.60,69.40
2026-03-03 19:00:25,31.60,69.50
2026-03-03 19:00:35,31.60,69.40
2026-03-03 19:00:46,31.60,69.40
2026-03-03 19:00:56,31.60,69.40
2026-03-03 19:01:06,31.60,69.40
2026-03-03 19:01:16,31.60,69.40
2026-03-03 19:01:26,31.60,69.30
2026-03-03 19:01:36,31.60,69.30
2026-03-03 19:01:46,31.60,69.40
2026-03-03 19:01:56,31.60,69.30
2026-03-03 19:02:06,31.60,69.30
2026-03-03 19:02:16,31.60,69.30
2026-03-03 19:02:26,31.60,69.30
2026-03-03 19:02:36,31.60,69.40
2026-03-03 19:02:46,31.70,69.40
2026-03-03 19:02:56,31.70,69.30
2026-03-03 19:03:06,31.70,69.30
2026-03-03 19:03:16,31.60,69.30
2026-03-03 19:03:26,31.60,69.40
2026-03-03 19:03:36,31.60,69.30
2026-03-03 19:03:46,31.70,69.30
2026-03-03 19:03:56,31.70,69.30
2026-03-03 19:04:06,31.70,69.30
2026-03-03 19:04:16,31.70,69.30
2026-03-03 19:04:26,31.70,69.20
2026-03-03 19:04:36,31.70,69.30
2026-03-03 19:04:46,31.70,69.30
2026-03-03 19:04:56,31.70,69.20
2026-03-03 19:05:06,31.70,69.20
2026-03-03 19:05:17,31.70,69.10
2026-03-03 19:05:27,31.70,69.20
2026-03-03 19:05:37,31.70,69.20
2026-03-03 19:05:47,31.70,69.20
2026-03-03 19:05:57,31.70,69.20
2026-03-03 19:06:07,31.70,69.20
2026-03-03 19:06:17,31.70,69.10
2026-03-03 19:06:27,31.70,69.10
2026-03-03 19:06:37,31.70,69.20
2026-03-03 19:06:47,31.70,69.10
2026-03-03 19:06:57,31.70,69.10
2026-03-03 19:07:07,31.70,69.20
2026-03-03 19:07:17,31.70,69.10
2026-03-03 19:07:27,31.70,69.10
2026-03-03 19:07:37,31.70,69.20
2026-03-03 19:07:47,31.70,69.10
2026-03-03 19:07:57,31.70,69.10
2026-03-03 19:08:07,31.70,69.00
2026-03-03 19:08:17,31.70,69.00
2026-03-03 19:08:27,31.70,69.00
2026-03-03 19:08:37,31.70,69.00
2026-03-03 19:08:47,31.70,68.90
2026-03-03 19:08:57,31.70,69.00
2026-03-03 19:09:07,31.70,69.00
2026-03-03 19:09:17,31.70,69.10
2026-03-03 19:09:27,31.70,69.00
2026-03-03 19:09:37,31.70,69.00
2026-03-03 19:09:48,31.70,69.00
2026-03-03 19:09:58,31.70,69.00
2026-03-03 19:10:08,31.70,69.00
2026-03-03 19:10:18,31.70,69.00
2026-03-03 19:10:28,31.70,69.00
2026-03-03 19:10:38,31.70,69.00
2026-03-03 19:10:48,31.70,69.10
2026-03-03 19:10:58,31.70,69.10
2026-03-03 19:11:08,31.70,69.10
2026-03-03 19:11:18,31.70,69.00
2026-03-03 19:11:28,31.70,69.10
2026-03-03 19:11:38,31.70,69.10
2026-03-03 19:11:48,31.70,69.10
2026-03-03 19:11:58,31.70,69.10
2026-03-03 19:12:08,31.70,69.00
2026-03-03 19:12:18,31.70,69.00
2026-03-03 19:12:28,31.70,69.00
2026-03-03 19:12:38,31.70,68.90
2026-03-03 19:12:48,31.70,68.90
2026-03-03 19:12:58,31.70,69.10
2026-03-03 19:13:08,31.70,69.20
2026-03-03 19:13:18,31.70,69.00
2026-03-03 19:13:28,31.70,68.90
2026-03-03 19:13:38,31.70,68.90
2026-03-03 19:13:48,31.70,68.90
2026-03-03 19:13:58,31.70,69.00
2026-03-03 19:14:08,31.70,69.00
2026-03-03 19:14:19,31.70,69.00
2026-03-03 19:14:29,31.70,68.90
2026-03-03 19:14:39,31.70,68.90
2026-03-03 19:14:49,31.70,69.00
2026-03-03 19:14:59,31.70,68.90
2026-03-03 19:15:09,31.70,69.00
2026-03-03 19:15:19,31.80,68.90
2026-03-03 19:15:29,31.80,69.00
2026-03-03 19:15:39,31.80,69.10
2026-03-03 19:15:49,31.80,68.90
2026-03-03 19:15:59,31.80,68.90
2026-03-03 19:16:09,31.80,69.00
2026-03-03 19:16:19,31.80,69.00
2026-03-03 19:16:29,31.80,69.00
2026-03-03 19:16:39,31.80,69.10
2026-03-03 19:16:49,31.80,69.00
2026-03-03 19:16:59,31.80,69.00
2026-03-03 19:17:09,31.80,68.90
2026-03-03 19:17:19,31.80,68.90
2026-03-03 19:17:29,31.80,68.80
2026-03-03 19:17:39,31.80,68.90
2026-03-03 19:17:49,31.80,68.90
2026-03-03 19:17:59,31.80,69.00
2026-03-03 19:18:09,31.80,68.90
2026-03-03 19:18:19,31.80,68.90
2026-03-03 19:18:29,31.80,69.00
2026-03-03 19:18:39,31.80,68.90
2026-03-03 19:18:50,31.80,69.00
2026-03-03 19:19:00,31.80,69.10
2026-03-03 19:19:10,31.80,69.10
2026-03-03 19:19:20,31.80,69.10
2026-03-03 19:19:30,31.80,69.00
2026-03-03 19:19:40,31.80,69.00
2026-03-03 19:19:50,31.70,68.90
2026-03-03 19:20:00,31.80,69.00
2026-03-03 19:20:10,31.80,69.10
2026-03-03 19:20:20,31.80,69.00
2026-03-03 19:20:30,31.70,69.10
2026-03-03 19:20:40,31.70,69.10
2026-03-03 19:20:50,31.70,69.00
2026-03-03 19:21:00,31.80,69.00
2026-03-03 19:21:10,31.80,68.90
2026-03-03 19:21:20,31.80,68.90
2026-03-03 19:21:30,31.80,68.80
2026-03-03 19:21:40,31.80,68.80
2026-03-03 19:21:50,31.80,68.90
2026-03-03 19:22:00,31.80,68.80
2026-03-03 19:22:10,31.80,68.80
2026-03-03 19:22:20,31.80,68.80
2026-03-03 19:22:30,31.80,68.80
2026-03-03 19:22:40,31.80,68.80
2026-03-03 19:22:50,31.80,68.70
2026-03-03 19:23:00,31.80,68.80
2026-03-03 19:23:11,31.80,68.80
2026-03-03 19:23:21,31.80,68.80
2026-03-03 19:23:31,31.80,68.80
2026-03-03 19:23:41,31.80,68.80
2026-03-03 19:23:51,31.80,68.80
2026-03-03 19:24:01,31.80,68.80
2026-03-03 19:24:11,31.80,68.80
2026-03-03 19:24:21,31.80,68.80
2026-03-03 19:24:31,31.80,68.80
2026-03-03 19:24:41,31.80,68.80
2026-03-03 19:24:51,31.80,68.80
2026-03-03 19:25:01,31.80,68.70
2026-03-03 19:25:11,31.80,68.80
2026-03-03 19:25:21,31.80,68.80
2026-03-03 19:25:31,31.80,68.80
2026-03-03 19:25:41,31.80,68.90
2026-03-03 19:25:51,31.80,68.80
2026-03-03 19:26:01,31.80,68.70
2026-03-03 19:26:11,31.80,68.80
2026-03-03 19:26:21,31.80,68.70
2026-03-03 19:26:31,31.80,68.70
2026-03-03 19:26:41,31.80,68.70
2026-03-03 19:26:51,31.80,68.70
2026-03-03 19:27:01,31.80,68.70
2026-03-03 19:27:11,31.80,68.70
2026-03-03 19:27:21,31.80,68.70
2026-03-03 19:27:31,31.80,68.60
2026-03-03 19:27:42,31.80,68.70
2026-03-03 19:27:52,31.80,68.70
2026-03-03 19:28:02,31.80,68.70
2026-03-03 19:28:12,31.80,68.70
2026-03-03 19:28:22,31.80,68.60
2026-03-03 19:28:32,31.80,68.60
2026-03-03 19:28:42,31.80,68.60
2026-03-03 19:28:52,31.80,68.60
2026-03-03 19:29:02,31.80,68.60
2026-03-03 19:29:12,31.80,68.70
2026-03-03 19:29:22,31.80,68.60
2026-03-03 19:29:32,31.80,68.50
2026-03-03 19:29:42,31.80,68.50
2026-03-03 19:29:52,31.80,68.50
2026-03-03 19:30:02,31.80,68.50
2026-03-03 19:30:12,31.80,68.50
2026-03-03 19:30:22,31.80,68.50
2026-03-03 19:30:32,31.80,68.50
2026-03-03 19:30:42,31.80,68.50
2026-03-03 19:30:52,31.80,68.50
2026-03-03 19:31:02,31.80,68.50
2026-03-03 19:31:12,31.80,68.50
2026-03-03 19:31:22,31.80,68.50
2026-03-03 19:31:32,31.80,68.60
2026-03-03 19:31:42,31.80,68.50
2026-03-03 19:31:52,31.80,68.40
2026-03-03 19:32:02,31.80,68.50
2026-03-03 19:32:13,31.80,68.50
2026-03-03 19:32:23,31.80,68.50
2026-03-03 19:32:33,31.80,68.50
2026-03-03 19:32:43,31.80,68.50
2026-03-03 19:32:53,31.80,68.60
2026-03-03 19:33:03,31.80,68.50
2026-03-03 19:33:13,31.80,68.50
2026-03-03 19:33:23,31.80,68.50
2026-03-03 19:33:33,31.90,68.40
2026-03-03 19:33:43,31.90,68.40
2026-03-03 19:33:53,31.90,68.30
2026-03-03 19:34:03,31.90,68.40
2026-03-03 19:34:13,31.90,68.30
2026-03-03 19:34:23,31.80,68.40
2026-03-03 19:34:33,31.80,68.40
2026-03-03 19:34:43,31.90,68.30
2026-03-03 19:34:53,31.80,68.30
2026-03-03 19:35:03,31.80,68.20
2026-03-03 19:35:13,31.90,68.20
2026-03-03 19:35:23,31.90,68.30
2026-03-03 19:35:33,31.80,68.30
2026-03-03 19:35:43,31.90,68.30
2026-03-03 19:35:53,31.80,68.30
2026-03-03 19:36:03,31.90,68.30
2026-03-03 19:36:13,31.90,68.30
2026-03-03 19:36:23,31.80,68.30
2026-03-03 19:36:33,31.80,68.30
2026-03-03 19:36:44,31.80,68.30
2026-03-03 19:36:54,31.80,68.30
2026-03-03 19:37:04,31.80,68.40
2026-03-03 19:37:14,31.80,68.40
2026-03-03 19:37:24,31.80,68.40
2026-03-03 19:37:34,31.80,68.30
2026-03-03 19:37:44,31.80,68.30
2026-03-03 19:37:54,31.90,68.30
2026-03-03 19:38:04,31.80,68.40
2026-03-03 19:38:14,31.90,68.30
2026-03-03 19:38:24,31.90,68.20
2026-03-03 19:38:34,31.90,68.20
2026-03-03 19:38:44,31.90,68.20
2026-03-03 19:38:54,31.90,68.20
2026-03-03 19:39:04,31.90,68.20
2026-03-03 19:39:14,31.90,68.20
2026-03-03 19:39:24,31.90,68.20
2026-03-03 19:39:34,31.90,68.30
2026-03-03 19:39:44,31.90,68.40
2026-03-03 19:39:54,31.90,68.50
2026-03-03 19:40:04,31.90,68.40
2026-03-03 19:40:14,31.80,68.30
2026-03-03 19:40:24,31.80,68.30
2026-03-03 19:40:34,31.90,68.30
2026-03-03 19:40:44,31.90,68.30
2026-03-03 19:40:54,31.90,68.30
2026-03-03 19:41:04,31.90,68.30
2026-03-03 19:41:15,31.90,68.30
2026-03-03 19:41:25,31.90,68.30
2026-03-03 19:41:35,31.90,68.30
2026-03-03 19:41:45,31.90,68.40
2026-03-03 19:41:55,31.90,68.40
2026-03-03 19:42:05,31.90,68.30
2026-03-03 19:42:15,31.90,68.30
2026-03-03 19:42:25,31.90,68.30
2026-03-03 19:42:35,31.90,68.30
2026-03-03 19:42:45,31.90,68.30
2026-03-03 19:42:55,31.90,68.30
2026-03-03 19:43:05,31.90,68.30
2026-03-03 19:43:15,31.90,68.30
2026-03-03 19:43:25,31.90,68.30
2026-03-03 19:43:35,31.90,68.30
2026-03-03 19:43:45,31.90,68.20
2026-03-03 19:43:55,31.90,68.20
2026-03-03 19:44:05,31.90,68.40
2026-03-03 19:44:15,31.80,68.30
2026-03-03 19:44:25,31.90,68.30
2026-03-03 19:44:35,31.90,68.20
2026-03-03 19:44:45,31.90,68.20
2026-03-03 19:44:55,31.90,68.30
2026-03-03 19:45:05,31.90,68.20
2026-03-03 19:45:15,31.90,68.20
2026-03-03 19:45:25,31.90,68.20
2026-03-03 19:45:35,31.90,68.20
2026-03-03 19:45:46,31.90,68.50
2026-03-03 19:45:56,31.80,68.60
2026-03-03 19:46:06,31.80,68.70
2026-03-03 19:46:16,31.80,68.80
2026-03-03 19:46:26,31.70,68.80
2026-03-03 19:46:36,31.70,68.90
2026-03-03 19:46:46,31.70,69.00
2026-03-03 19:46:56,31.60,69.10
2026-03-03 19:47:06,31.60,69.20
2026-03-03 19:47:16,31.60,69.20
2026-03-03 19:47:26,31.60,69.30
2026-03-03 19:47:36,31.50,69.50
2026-03-03 19:47:46,31.50,69.50
2026-03-03 19:47:56,31.50,69.60
2026-03-03 19:48:06,31.40,69.70
2026-03-03 19:48:16,31.40,69.80
2026-03-03 19:48:26,31.40,69.90
2026-03-03 19:48:36,31.30,71.10
2026-03-03 19:48:46,31.10,71.30
2026-03-03 19:48:56,30.90,72.10
2026-03-03 19:49:06,30.80,72.90
2026-03-03 19:49:16,30.60,73.40
2026-03-03 19:49:26,30.50,73.60
2026-03-03 19:49:36,30.50,73.90
2026-03-03 19:49:46,30.40,74.10
2026-03-03 19:49:56,30.40,74.60
2026-03-03 19:50:06,30.30,74.80
2026-03-03 19:50:17,30.30,75.00
2026-03-03 19:50:27,30.30,75.00
2026-03-03 19:50:37,30.30,75.20
2026-03-03 19:50:47,30.30,75.00
2026-03-03 19:50:57,30.30,75.10
2026-03-03 19:51:07,30.30,75.20
2026-03-03 19:51:17,30.30,75.20
2026-03-03 19:51:27,30.30,75.20
2026-03-03 19:51:37,30.20,75.10
2026-03-03 19:51:47,30.20,75.20
2026-03-03 19:51:57,30.20,75.20
2026-03-03 19:52:07,30.20,75.20
2026-03-03 19:52:17,30.20,75.20
2026-03-03 19:52:27,30.20,75.30
2026-03-03 19:52:37,30.20,75.20
2026-03-03 19:52:47,30.20,75.20
2026-03-03 19:52:57,30.20,75.30
2026-03-03 19:53:07,30.20,75.20
2026-03-03 19:53:17,30.20,75.30
2026-03-03 19:53:27,30.20,75.20
2026-03-03 19:53:37,30.20,75.20
2026-03-03 19:53:47,30.20,75.20
2026-03-03 19:53:57,30.20,75.20
2026-03-03 19:54:07,30.20,75.20
2026-03-03 19:54:17,30.20,75.20
2026-03-03 19:54:27,30.20,75.10
2026-03-03 19:54:37,30.20,75.20
2026-03-03 19:54:48,30.20,75.10
2026-03-03 19:54:58,30.20,75.10
2026-03-03 19:55:08,30.20,75.20
2026-03-03 19:55:18,30.10,75.10
2026-03-03 19:55:28,30.10,75.20
2026-03-03 19:55:38,30.10,75.20
2026-03-03 19:55:48,30.20,75.20
2026-03-03 19:55:58,30.20,75.10
2026-03-03 19:56:08,30.20,75.00
2026-03-03 19:56:18,30.20,75.00
2026-03-03 19:56:28,30.20,75.00
2026-03-03 19:56:38,30.20,75.00
2026-03-03 19:56:48,30.20,75.00
2026-03-03 19:56:58,30.20,74.90
2026-03-03 19:57:08,30.20,74.80
2026-03-03 19:57:18,30.20,74.90
2026-03-03 19:57:28,30.20,74.90
2026-03-03 19:57:38,30.20,74.90
2026-03-03 19:57:48,30.20,75.00
2026-03-03 19:57:58,30.20,74.80
2026-03-03 19:58:08,30.20,74.90
2026-03-03 19:58:18,30.20,74.80
2026-03-03 19:58:28,30.20,74.90
2026-03-03 19:58:38,30.20,74.80
2026-03-03 19:58:48,30.10,74.70
2026-03-03 19:58:58,30.10,74.80
2026-03-03 19:59:08,30.10,74.90
2026-03-03 19:59:19,30.10,74.90
2026-03-03 19:59:29,30.10,74.90
2026-03-03 19:59:39,30.10,74.80
2026-03-03 19:59:49,30.10,75.00
2026-03-03 19:59:59,30.10,75.00
2026-03-03 20:00:09,30.10,74.90
2026-03-03 20:00:19,30.10,74.90
2026-03-03 20:00:29,30.10,74.90
2026-03-03 20:00:39,30.10,74.90
2026-03-03 20:00:49,30.10,75.00
2026-03-03 20:00:59,30.10,74.90
2026-03-03 20:01:09,30.10,75.10
2026-03-03 20:01:19,30.10,75.00
2026-03-03 20:01:29,30.10,74.90
2026-03-03 20:01:39,30.20,74.90
2026-03-03 20:01:49,30.20,74.70
2026-03-03 20:01:59,30.20,74.70
2026-03-03 20:02:09,30.20,74.70
2026-03-03 20:02:19,30.20,74.70
2026-03-03 20:02:29,30.20,74.70
2026-03-03 20:02:39,30.20,74.60
2026-03-03 20:02:49,30.20,74.70
2026-03-03 20:02:59,30.20,74.60
2026-03-03 20:03:09,30.20,74.60
2026-03-03 20:03:19,30.20,74.60
2026-03-03 20:03:29,30.30,74.60
2026-03-03 20:03:39,30.30,74.40
2026-03-03 20:03:50,30.20,74.50
2026-03-03 20:04:00,30.20,74.60
2026-03-03 20:04:10,30.20,74.60
2026-03-03 20:04:20,30.10,74.80
2026-03-03 20:04:30,30.10,74.80
2026-03-03 20:04:40,30.10,74.90
2026-03-03 20:04:50,30.10,74.90
2026-03-03 20:05:00,30.10,74.90
2026-03-03 20:05:10,30.10,74.90
2026-03-03 20:05:20,30.10,74.90
2026-03-03 20:05:30,30.10,74.90
2026-03-03 20:05:40,30.10,74.90
2026-03-03 20:05:50,30.10,75.00
2026-03-03 20:06:00,30.10,74.90
2026-03-03 20:06:10,30.10,75.00
2026-03-03 20:06:20,30.10,75.00
2026-03-03 20:06:30,30.10,75.00
2026-03-03 20:06:40,30.10,75.00
2026-03-03 20:06:50,30.10,74.90
2026-03-03 20:07:00,30.10,75.00
2026-03-03 20:07:10,30.10,75.00
2026-03-03 20:07:20,30.10,75.00
2026-03-03 20:07:30,30.10,75.00
2026-03-03 20:07:40,30.10,75.00
2026-03-03 20:07:50,30.10,75.00
2026-03-03 20:08:00,30.10,75.00
2026-03-03 20:08:10,30.10,75.00
2026-03-03 20:08:21,30.00,75.00
2026-03-03 20:08:31,30.00,75.00
2026-03-03 20:08:41,30.00,75.00
2026-03-03 20:08:51,30.00,75.00
2026-03-03 20:09:01,30.00,75.10
2026-03-03 20:09:11,30.00,75.10
2026-03-03 20:09:21,30.00,75.00
2026-03-03 20:09:31,30.00,75.00
2026-03-03 20:09:41,30.10,75.00
2026-03-03 20:09:51,30.00,75.00
2026-03-03 20:10:01,30.10,75.00
2026-03-03 20:10:11,30.00,75.00
2026-03-03 20:10:21,30.00,75.10
2026-03-03 20:10:31,30.00,75.10
2026-03-03 20:10:41,30.00,75.10
2026-03-03 20:10:51,30.00,75.10
2026-03-03 20:11:01,30.00,75.00
2026-03-03 20:11:11,30.00,75.10
2026-03-03 20:11:21,30.00,75.00
2026-03-03 20:11:31,30.10,75.00
2026-03-03 20:11:41,30.00,75.00
2026-03-03 20:11:51,30.10,74.90
2026-03-03 20:12:01,30.10,74.90
2026-03-03 20:12:11,30.10,74.90
2026-03-03 20:12:21,30.10,74.90
2026-03-03 20:12:31,30.10,74.90
2026-03-03 20:12:41,30.10,74.90
2026-03-03 20:12:52,30.10,74.90
2026-03-03 20:13:02,30.10,75.00
2026-03-03 20:13:12,30.00,74.90
2026-03-03 20:13:22,30.10,75.10
2026-03-03 20:13:32,30.00,75.00
2026-03-03 20:13:42,30.00,75.00
2026-03-03 20:13:52,30.00,75.10
2026-03-03 20:14:02,30.00,75.10
2026-03-03 20:14:12,30.00,75.10
2026-03-03 20:14:22,30.00,75.20
2026-03-03 20:14:32,30.00,75.20
2026-03-03 20:14:42,30.00,75.10
2026-03-03 20:14:52,30.00,75.20
2026-03-03 20:15:02,30.00,75.30
2026-03-03 20:15:12,30.00,75.20
2026-03-03 20:15:22,30.00,75.30
2026-03-03 20:15:32,30.00,75.40
2026-03-03 20:15:42,30.00,75.50
2026-03-03 20:15:52,30.00,75.50
2026-03-03 20:16:02,30.00,75.50
2026-03-03 20:16:12,30.00,75.60
2026-03-03 20:16:22,30.00,75.50
2026-03-03 20:16:32,30.00,75.50
2026-03-03 20:16:42,30.00,75.60
2026-03-03 20:16:52,30.00,75.50
2026-03-03 20:17:02,30.00,75.40
2026-03-03 20:17:12,30.10,75.30
2026-03-03 20:17:23,30.00,75.20
2026-03-03 20:17:33,30.00,75.30
2026-03-03 20:17:43,30.00,75.30
2026-03-03 20:17:53,30.00,75.40
2026-03-03 20:18:03,30.00,75.40
2026-03-03 20:18:13,30.00,75.40
2026-03-03 20:18:23,30.00,75.40
2026-03-03 20:18:33,30.00,75.50
